15/10/2025 14:52:49 | INFO     | server_lib.server_logger:<module>:53 | Sistema de logs inicializado. As saídas serão distribuídas.
15/10/2025 14:53:19 | INFO     | server_lib.server_main:handle_connection:141 | [SERVER] Enviando próxima tarefa para worker WORKER_01: {'TASK': 'QUERY', 'USER': 'Fernanda'}
15/10/2025 14:53:21 | INFO     | server_lib.server_main:handle_connection:114 | [SERVER] Resultado recebido de WORKER_01: {'STATUS': 'OK', 'SALDO': 625, 'USER': 'Fernanda', 'WORKER_ID': 'WORKER_01'}
15/10/2025 14:53:21 | INFO     | server_lib.server_main:handle_connection:141 | [SERVER] Enviando próxima tarefa para worker WORKER_01: {'TASK': 'QUERY', 'USER': 'Carlos'}
15/10/2025 14:53:23 | INFO     | server_lib.server_main:handle_connection:114 | [SERVER] Resultado recebido de WORKER_01: {'STATUS': 'OK', 'SALDO': 728, 'USER': 'Carlos', 'WORKER_ID': 'WORKER_01'}
15/10/2025 14:53:23 | INFO     | server_lib.server_main:handle_connection:141 | [SERVER] Enviando próxima tarefa para worker WORKER_01: {'TASK': 'QUERY', 'USER': 'Joao'}
15/10/2025 14:53:24 | INFO     | server_lib.server_main:handle_connection:114 | [SERVER] Resultado recebido de WORKER_01: {'STATUS': 'NOK', 'TASK': 'QUERY', 'ERROR': 'User not found'}
15/10/2025 14:53:24 | INFO     | server_lib.server_main:handle_connection:141 | [SERVER] Enviando próxima tarefa para worker WORKER_01: {'TASK': 'QUERY', 'USER': 'Maria'}
15/10/2025 14:53:26 | INFO     | server_lib.server_main:handle_connection:114 | [SERVER] Resultado recebido de WORKER_01: {'STATUS': 'OK', 'SALDO': 388, 'USER': 'Maria', 'WORKER_ID': 'WORKER_01'}
15/10/2025 14:53:26 | INFO     | server_lib.server_main:handle_connection:141 | [SERVER] Enviando próxima tarefa para worker WORKER_01: {'TASK': 'QUERY', 'USER': 'Fernanda'}
15/10/2025 14:53:28 | INFO     | server_lib.server_main:handle_connection:114 | [SERVER] Resultado recebido de WORKER_01: {'STATUS': 'OK', 'SALDO': 696, 'USER': 'Fernanda', 'WORKER_ID': 'WORKER_01'}
15/10/2025 14:53:28 | INFO     | server_lib.server_main:handle_connection:141 | [SERVER] Enviando próxima tarefa para worker WORKER_01: {'TASK': 'QUERY', 'USER': 'Fernanda'}
15/10/2025 14:53:29 | INFO     | server_lib.server_load_balancer:load_balancer_loop:47 | [LOAD] Tarefas completadas nos últimos 20s: 12
15/10/2025 14:53:29 | SUCCESS  | server_lib.server_load_balancer:load_balancer_loop:74 | [LOAD] Acima do threshold (12 > 2), servidor não saturado.
15/10/2025 14:53:30 | INFO     | server_lib.server_main:handle_connection:114 | [SERVER] Resultado recebido de WORKER_01: {'STATUS': 'OK', 'SALDO': 126, 'USER': 'Fernanda', 'WORKER_ID': 'WORKER_01'}
15/10/2025 14:53:30 | INFO     | server_lib.server_main:handle_connection:141 | [SERVER] Enviando próxima tarefa para worker WORKER_01: {'TASK': 'QUERY', 'USER': 'Michel'}
15/10/2025 14:53:32 | INFO     | server_lib.server_main:handle_connection:114 | [SERVER] Resultado recebido de WORKER_01: {'STATUS': 'OK', 'SALDO': 677, 'USER': 'Michel', 'WORKER_ID': 'WORKER_01'}
15/10/2025 14:53:32 | INFO     | server_lib.server_main:handle_connection:141 | [SERVER] Enviando próxima tarefa para worker WORKER_01: {'TASK': 'QUERY', 'USER': 'Maria'}
15/10/2025 14:53:34 | INFO     | server_lib.server_main:handle_connection:114 | [SERVER] Resultado recebido de WORKER_01: {'STATUS': 'OK', 'SALDO': 94, 'USER': 'Maria', 'WORKER_ID': 'WORKER_01'}
15/10/2025 14:53:34 | INFO     | server_lib.server_main:handle_connection:141 | [SERVER] Enviando próxima tarefa para worker WORKER_01: {'TASK': 'QUERY', 'USER': 'Michel'}
15/10/2025 14:53:36 | INFO     | server_lib.server_main:handle_connection:114 | [SERVER] Resultado recebido de WORKER_01: {'STATUS': 'OK', 'SALDO': 835, 'USER': 'Michel', 'WORKER_ID': 'WORKER_01'}
15/10/2025 14:53:36 | INFO     | server_lib.server_main:handle_connection:141 | [SERVER] Enviando próxima tarefa para worker WORKER_01: {'TASK': 'QUERY', 'USER': 'Arthur'}
15/10/2025 14:53:38 | INFO     | server_lib.server_main:handle_connection:114 | [SERVER] Resultado recebido de WORKER_01: {'STATUS': 'OK', 'SALDO': 809, 'USER': 'Arthur', 'WORKER_ID': 'WORKER_01'}
15/10/2025 14:53:38 | INFO     | server_lib.server_main:handle_connection:141 | [SERVER] Enviando próxima tarefa para worker WORKER_01: {'TASK': 'QUERY', 'USER': 'Joao'}
15/10/2025 14:53:39 | INFO     | server_lib.server_load_balancer:load_balancer_loop:47 | [LOAD] Tarefas completadas nos últimos 20s: 11
15/10/2025 14:53:39 | SUCCESS  | server_lib.server_load_balancer:load_balancer_loop:74 | [LOAD] Acima do threshold (11 > 2), servidor não saturado.
15/10/2025 14:53:39 | INFO     | server_lib.server_main:handle_connection:114 | [SERVER] Resultado recebido de WORKER_01: {'STATUS': 'NOK', 'TASK': 'QUERY', 'ERROR': 'User not found'}
15/10/2025 14:53:39 | INFO     | server_lib.server_main:handle_connection:141 | [SERVER] Enviando próxima tarefa para worker WORKER_01: {'TASK': 'QUERY', 'USER': 'Michel'}
15/10/2025 14:53:41 | INFO     | server_lib.server_main:handle_connection:114 | [SERVER] Resultado recebido de WORKER_01: {'STATUS': 'OK', 'SALDO': 605, 'USER': 'Michel', 'WORKER_ID': 'WORKER_01'}
15/10/2025 14:53:41 | INFO     | server_lib.server_main:handle_connection:141 | [SERVER] Enviando próxima tarefa para worker WORKER_01: {'TASK': 'QUERY', 'USER': 'Maria'}
15/10/2025 14:53:43 | INFO     | server_lib.server_main:handle_connection:114 | [SERVER] Resultado recebido de WORKER_01: {'STATUS': 'OK', 'SALDO': 314, 'USER': 'Maria', 'WORKER_ID': 'WORKER_01'}
15/10/2025 14:53:43 | INFO     | server_lib.server_main:handle_connection:141 | [SERVER] Enviando próxima tarefa para worker WORKER_01: {'TASK': 'QUERY', 'USER': 'Michel'}
15/10/2025 14:53:45 | INFO     | server_lib.server_main:handle_connection:114 | [SERVER] Resultado recebido de WORKER_01: {'STATUS': 'OK', 'SALDO': 957, 'USER': 'Michel', 'WORKER_ID': 'WORKER_01'}
15/10/2025 14:53:45 | INFO     | server_lib.server_main:handle_connection:141 | [SERVER] Enviando próxima tarefa para worker WORKER_01: {'TASK': 'QUERY', 'USER': 'Arthur'}
15/10/2025 14:53:47 | INFO     | server_lib.server_main:handle_connection:114 | [SERVER] Resultado recebido de WORKER_01: {'STATUS': 'OK', 'SALDO': 408, 'USER': 'Arthur', 'WORKER_ID': 'WORKER_01'}
15/10/2025 14:53:47 | INFO     | server_lib.server_main:handle_connection:141 | [SERVER] Enviando próxima tarefa para worker WORKER_01: {'TASK': 'QUERY', 'USER': 'Arthur'}
15/10/2025 14:53:49 | INFO     | server_lib.server_load_balancer:load_balancer_loop:47 | [LOAD] Tarefas completadas nos últimos 20s: 10
15/10/2025 14:53:49 | SUCCESS  | server_lib.server_load_balancer:load_balancer_loop:74 | [LOAD] Acima do threshold (10 > 2), servidor não saturado.
15/10/2025 14:53:49 | INFO     | server_lib.server_main:handle_connection:114 | [SERVER] Resultado recebido de WORKER_01: {'STATUS': 'OK', 'SALDO': 614, 'USER': 'Arthur', 'WORKER_ID': 'WORKER_01'}
15/10/2025 14:53:49 | INFO     | server_lib.server_main:handle_connection:141 | [SERVER] Enviando próxima tarefa para worker WORKER_01: {'TASK': 'QUERY', 'USER': 'Maria'}
15/10/2025 14:53:51 | INFO     | server_lib.server_main:handle_connection:114 | [SERVER] Resultado recebido de WORKER_01: {'STATUS': 'OK', 'SALDO': 524, 'USER': 'Maria', 'WORKER_ID': 'WORKER_01'}
15/10/2025 14:53:51 | INFO     | server_lib.server_main:handle_connection:141 | [SERVER] Enviando próxima tarefa para worker WORKER_01: {'TASK': 'QUERY', 'USER': 'Arthur'}
15/10/2025 14:53:53 | INFO     | server_lib.server_main:handle_connection:114 | [SERVER] Resultado recebido de WORKER_01: {'STATUS': 'OK', 'SALDO': 624, 'USER': 'Arthur', 'WORKER_ID': 'WORKER_01'}
15/10/2025 14:53:53 | INFO     | server_lib.server_main:handle_connection:141 | [SERVER] Enviando próxima tarefa para worker WORKER_01: {'TASK': 'QUERY', 'USER': 'Fernanda'}
15/10/2025 14:53:55 | INFO     | server_lib.server_main:handle_connection:114 | [SERVER] Resultado recebido de WORKER_01: {'STATUS': 'OK', 'SALDO': 512, 'USER': 'Fernanda', 'WORKER_ID': 'WORKER_01'}
15/10/2025 14:53:55 | INFO     | server_lib.server_main:handle_connection:141 | [SERVER] Enviando próxima tarefa para worker WORKER_01: {'TASK': 'QUERY', 'USER': 'Maria'}
15/10/2025 14:53:57 | INFO     | server_lib.server_main:handle_connection:114 | [SERVER] Resultado recebido de WORKER_01: {'STATUS': 'OK', 'SALDO': 509, 'USER': 'Maria', 'WORKER_ID': 'WORKER_01'}
15/10/2025 14:53:57 | INFO     | server_lib.server_main:handle_connection:141 | [SERVER] Enviando próxima tarefa para worker WORKER_01: {'TASK': 'QUERY', 'USER': 'Fernanda'}
15/10/2025 14:53:59 | INFO     | server_lib.server_load_balancer:load_balancer_loop:47 | [LOAD] Tarefas completadas nos últimos 20s: 10
15/10/2025 14:53:59 | SUCCESS  | server_lib.server_load_balancer:load_balancer_loop:74 | [LOAD] Acima do threshold (10 > 2), servidor não saturado.
15/10/2025 14:53:59 | INFO     | __main__:<module>:35 | Servidor encerrado.
